key	en	am	om	ti	so	sw	note
ui_new_ticket_context	What they contacted you about before	ከዚህ በፊት ስላነጋገሩዎት ጉዳይ	Waa'ee maalii duraan si qunnaman	ቅድሚ ሕጂ ብዛዕባ እንታይ ከም ዝረኸቡኻ	Waxay hore kaaga soo xiriireen	Walichowasiliana nawe kuhusu awali	Heading of the panel beside the log-a-ticket form: what this customer has contacted you about before.
ui_new_ticket_no_context	Pick a customer and anything they have contacted you about before appears here.	ደንበኛ ይምረጡ፤ ከዚህ በፊት ያነጋገሩዎት ማንኛውም ጉዳይ እዚህ ይታያል።	Maamila filadhu; wanti duraan si qunnaman kamiyyuu asitti mul'ata.	ዓሚል ምረጽ፤ ቅድሚ ሕጂ ዝረኸቡኻ ዝኾነ ነገር ኣብዚ ይረአ።	Dooro macmiil, wax kasta oo ay hore kaaga soo xiriireen halkan ayay ka muuqan doonaan.	Chagua mteja, na chochote walichowasiliana nawe kuhusu awali kitaonekana hapa.	Empty state of that panel before a customer is chosen. Says what will appear rather than that something is missing.
ui_context_show	Details	ዝርዝሮች	Bal'ina	ዝርዝራት	Faahfaahin	Maelezo	Button that opens the right-hand context panel. One word — it sits in a crowded top bar. It is the SAME control that closes the panel; the label changes to ui_context_hide when it is open.
ui_context_hide	Hide details	ዝርዝሮችን ደብቅ	Bal'ina dhoksi	ዝርዝራት ሕባእ	Qari faahfaahinta	Ficha maelezo	The same button once the panel is open.
ui_nav_more	More	ተጨማሪ	Dabalata	ተወሳኺ	Wax dheeraad ah	Zaidi	The fifth item in the phone's bottom bar, opening everything that does not fit. Must be SHORT — it shares a 390px row with four other labels, and the bar overflowed horizontally when the labels were long.
ui_macro_preview	What the customer receives	ደንበኛው የሚቀበለው	Wanti maamilli fudhatu	እቲ ዓሚል ዝቕበሎ	Waxa macmiilku helayo	Anachopokea mteja	Heading of the live preview beside the macro editor. Phrased from the CUSTOMER's side on purpose — the point of the preview is that an author writes a template but a person reads a message.
ui_macro_preview_empty	Type a body and the customer's own copy appears here, with the placeholders filled in.	ጽሑፍ ይተይቡ፤ የደንበኛው ቅጂ ቦታ ያዢዎቹ ተሞልተው እዚህ ይታያል።	Barruu barreessi; garagalchi maamilichaa iddoo qabdoonni guutamanii asitti mul'ata.	ጽሑፍ ጽሓፍ፤ ቅዳሕ እቲ ዓሚል እቶም ቦታ ሓዞቲ ተመሊኦም ኣብዚ ይረአ።	Qor qoraal, nuqulka macmiilka oo meelbeddelayaashu buuxsanyihiin ayaa halkan ka soo muuqan doona.	Andika maandishi, na nakala ya mteja itaonekana hapa, na vishikilizi vimejazwa.	Empty state of the preview. Says what will appear, not that something is missing.
ui_macro_preview_sample	Shown with example values. A real send uses the actual customer, ticket number and agent.	በምሳሌ እሴቶች ታይቷል። ትክክለኛ መላክ ትክክለኛውን ደንበኛ፣ የቲኬት ቁጥር እና ወኪል ይጠቀማል።	Gatiiwwan fakkeenyaatiin agarsiifame. Ergaan dhugaa maamila, lakkoofsa tikeetii fi bakka bu'aa dhugaa fayyadama.	ብኣብነታዊ ዋጋታት ተራእዩ። ናይ ብሓቂ ምስዳድ ነቲ ናይ ብሓቂ ዓሚል፡ ቁጽሪ ትኬትን ወኪልን እዩ ዝጥቀም።	Waxaa lagu tusay qiyam tusaale ah. Dirid dhab ah waxay isticmaashaa macmiilka, lambarka tikidhka iyo wakiilka dhabta ah.	Imeonyeshwa kwa thamani za mfano. Kutuma halisi hutumia mteja, namba ya tiketi na wakala halisi.	Under the preview. Says plainly that the values are examples, so nobody mistakes the sample name for something that will actually be sent.
ui_macro_unknown_placeholder	{n} placeholder is not one we recognise, so it is removed from the message: {list}	{n} ቦታ ያዢ የማናውቀው ነው፤ ስለዚህ ከመልእክቱ ይወገዳል፦ {list}	Iddoo qabduun {n} kan nuti beeknu miti; kanaaf ergaa keessaa haqama: {list}	{n} ቦታ ሓዚ ንሕና እንፈልጦ ኣይኮነን፡ ስለዚ ካብቲ መልእኽቲ ይውገድ፦ {list}	{n} meelbeddel ma aha mid aan garanayno, sidaas darteed fariinta waa laga saarayaa: {list}	Kishikilizi {n} si tunachokitambua, hivyo kinaondolewa kwenye ujumbe: {list}	Warning under the macro preview when the body uses a token we do not know — usually a typo like {{custmer.name}}. {n} is a count, {list} the tokens themselves. It matters because an unknown token is SILENTLY DELETED from what the customer receives: without this the author sees a sentence with a hole in it and no reason why.
ui_tabs_close	Close	ዝጋ	Cufi	ዕጾ	Xir	Funga	Accessible label on the × of an open-ticket tab.
ui_tabs_unsaved	Unsent reply	ያልተላከ መልስ	Deebii hin ergamne	ዘይተላእከ መልሲ	Jawaab aan la dirin	Jibu ambalo halijatumwa	Marker on a tab whose composer holds text that has not been sent. Short — it shares a narrow tab with the subject.
ui_tabs_close_confirm	This ticket has a reply you have not sent. Close it anyway?	ይህ ቲኬት ያልላኩት መልስ አለው። ለማንኛውም ይዘጋ?	Tikeetiin kun deebii ati hin ergine qaba. Haa ta'uutii cufamuu?	እዚ ትኬት ዘይሰደድካዮ መልሲ ኣለዎ። ብዝኾነ ይዕጾ?	Tikidhkan wuxuu leeyahay jawaab aadan dirin. Weli ma xirayaa?	Tiketi hii ina jibu ambalo hujatuma. Ifunge hata hivyo?	Asked before closing a tab that holds an unsent reply. The whole reason tabs are safe is that they never lose typing, so this is the one place a confirmation earns its interruption.
ui_appearance	Appearance	መልክ	Bifa	ትርኢት	Muuqaalka	Mwonekano	Accessible label on the theme control in the top bar, and the heading of the choice it opens. It is the OS-level word for light/dark preference, not a word about colour — 'Theme' would collide with per-tenant branding, which is a different thing entirely.
ui_appearance_light	Light	ብሩህ	Ifaa	ብሩህ	Iftiin	Angavu	The light theme. One word — it sits in a narrow menu beside an icon.
ui_appearance_dark	Dark	ጨለማ	Dukkanaa	ጸሊም	Madow	Giza	The dark theme. One word.
ui_appearance_system	Match my device	እንደ መሣሪያዬ	Akka meeshaa kootii	ከም መሳርሒየ	Sida qalabkayga	Kama kifaa changu	Follow the device's own light/dark setting rather than choosing. Should read as 'whatever my phone or computer is set to', NOT as a technical word like 'System' or 'Automatic' — many users here have never seen an OS setting named that way, and the point is that it changes by itself at dusk.
ui_rail_collapse	Collapse	አጥብብ	Dhiphisi	ኣጽብብ	Yaree	Kunja	Control at the foot of the app navigation that folds it to icons. One word — it sits in a 210px rail and must not wrap.
ui_rail_expand	Expand menu	ምናሌን ዘርጋ	Baafata bal'isi	ዝርዝር ኣርሕብ	Ballaari liiska	Panua menyu	The same control once folded, where only an icon and a tooltip are visible. Says what will EXPAND, since at 56px there is no context to infer it from.
ui_views_hide	Hide views	እይታዎችን ደብቅ	Ilaalcha dhoksi	ትርኢታት ሕባእ	Qari muuqaallada	Ficha mionekano	Button above the page content that folds the saved-views rail away. 'Views' is the same word used for the rail's own heading.
ui_views_show	Show views	እይታዎችን አሳይ	Ilaalcha agarsiisi	ትርኢታት ኣርኢ	Muuji muuqaallada	Onyesha mionekano	The same button once the views rail is folded. It lives on the CONTENT side because the rail it opens is zero pixels wide when shut.
ui_setup_provider	Provider	አቅራቢ	Dhiyeessaa	ኣቕራቢ	Bixiye	Mtoa huduma	Picker shown when one channel has several vendors behind it — SMS in Ethiopia runs through AfroMessage, GeezSMS or FalconVAS.
ui_setup_optional	optional	አማራጭ	filannoo	ኣማራጺ	ikhtiyaari	si lazima	Suffix on a field label that is not required. Lower case, it reads as an aside rather than a second label.
ui_setup_save	Save connection	ግንኙነቱን አስቀምጥ	Walqunnamtii olkaa'i	እቲ ርክብ ኣቐምጦ	Kaydi xiriirka	Hifadhi muunganisho	The button that stores a channel's credentials. 'Connection', not 'settings' — what is being saved is the link to the outside world.
ui_setup_saving	Saving…	በማስቀመጥ ላይ…	Olkaa'aa jira…	ይቕመጥ ኣሎ…	Waa la kaydinayaa…	Inahifadhi…	The same button mid-request.
ui_setup_saved	Saved	ተቀምጧል	Olkaa'ame	ተቐሚጡ	Waa la kaydiyay	Imehifadhiwa	Confirmation beside the button.
ui_setup_secret_once	Copy this secret now — it is shown once and never again.	ይህን ሚስጥር አሁን ይቅዱ — አንድ ጊዜ ብቻ ነው የሚታየው።	Iccitii kana amma garagalchi — al tokko qofa mul'ata.	ነዚ ምስጢር ሕጂ ቅዳሕ — ሓንሳብ ጥራይ እዩ ዝረአ።	Hadda koobi sirtan — hal mar ayaa la tusayaa.	Nakili siri hii sasa — inaonyeshwa mara moja tu.	Shown with a freshly generated webhook secret. Must convey URGENCY: the value is never displayed again and saving anew mints a different one, so a reader who scrolls past has to start over.
ui_setup_webhook_title	Point your provider at this address	አቅራቢዎን ወደዚህ አድራሻ ይምሩ	Dhiyeessaa kee teessoo kanatti qajeelchi	ነቲ ኣቕራቢኻ ናብዚ ኣድራሻ ኣቕንዓዮ	Bixiyahaaga u tilmaan cinwaankan	Elekeza mtoa huduma wako kwenye anwani hii	Heading above the INBOUND address. This is the half of a connection an operator cannot guess and nothing used to display — credentials alone only tell the desk how to send, never how to receive.
ui_setup_webhook_header	Send the secret in the {header} header.	ሚስጥሩን በ{header} ራስጌ ውስጥ ይላኩ።	Iccitii sana mataduree {header} keessatti ergi.	ነቲ ምስጢር ኣብ {header} ኣርእስቲ ስደዶ።	Sirta ku dir madaxa {header}.	Tuma siri katika kichwa {header}.	Says which HTTP header carries the secret. {header} is a literal header name and is never translated.
ui_setup_from_address	Replies come from	መልሶች የሚላኩበት አድራሻ	Deebiin kan ergamu	መልስታት ዝመጹሉ	Jawaabuhu waxay ka imanayaan	Majibu yanatoka	The address a customer sees replies come from. Phrased as a sentence fragment the field completes.
ui_setup_from_hint	Must be an address on a domain you have verified for sending, or replies land in spam.	ለመላክ ባረጋገጡት ጎራ ላይ ያለ አድራሻ መሆን አለበት፤ አለበለዚያ መልሶቹ ወደ አይፈለጌ ይገባሉ።	Teessoo daaymeenii ergaaf mirkaneessite irratti argamu ta'uu qaba; yoo kanaa achii deebiin gara spam seena.	ንምስዳድ ኣብ ዘረጋገጽካዮ ዶሜን ዘሎ ኣድራሻ ክኸውን ኣለዎ፤ እንተዘየለ መልስታት ናብ ስፓም ይኣትዉ።	Waa inuu noqdaa cinwaan ku yaal domain aad u xaqiijisay dirista, haddii kalena jawaabuhu spam bay galayaan.	Lazima iwe anwani kwenye domeni uliyothibitisha kutuma, la sivyo majibu yataingia kwenye spam.	Why the domain has to be verified. The consequence — landing in spam — matters more than the rule, so it is stated.
ui_setup_send_url	Send endpoint	የመላኪያ መድረሻ	Bakka ergaan ergamu	መስደዲ መዕለቢ	Meesha dirista	Mahali pa kutuma	The provider's outbound API endpoint.
ui_setup_send_url_hint	Must accept a JSON body of from, to, subject and text.	from፣ to፣ subject እና text ያለው JSON መቀበል አለበት።	JSON from, to, subject fi text qabu fudhachuu qaba.	from፡ to፡ subject ከምኡውን text ዘለዎ JSON ክቕበል ኣለዎ።	Waa inuu aqbalaa JSON leh from, to, subject iyo text.	Lazima ikubali JSON yenye from, to, subject na text.	The body shape we post. Field names are literal JSON keys and stay in English in every language.
ui_setup_auth_value	Credential	ማረጋገጫ	Ragaa mirkaneessaa	መረጋገጺ	Aqoonsi	Kitambulisho	The API key or token itself. Deliberately not 'API key': for some providers it is a bearer token and for others a raw secret.
ui_setup_auth_value_hint	Stored encrypted. Sent only to the address above.	ተመስጥሮ ይቀመጣል። ወደ ላይኛው አድራሻ ብቻ ይላካል።	Iccitiidhaan olkaa'ama. Gara teessoo armaan olii qofatti ergama.	ተመስጢሩ ይቕመጥ። ናብቲ ኣብ ላዕሊ ዘሎ ኣድራሻ ጥራይ ይስደድ።	Si qarsoodi ah ayaa loo kaydiyaa. Waxaa loo diraa cinwaanka kore oo keliya.	Huhifadhiwa kwa usimbaji. Hutumwa kwa anwani iliyo hapo juu pekee.	Reassurance about where a credential goes, on the one screen where somebody is asked to paste one.
ui_setup_auth_header	Header the credential goes in	ማረጋገጫው የሚገባበት ራስጌ	Mataduree ragaan itti seenu	እቲ መረጋገጺ ዝኣትወሉ ኣርእስቲ	Madaxa uu aqoonsigu ku galo	Kichwa kitambulisho kinapoingia	Which HTTP header the credential travels in.
ui_setup_auth_header_hint	Leave empty for Authorization. Postmark needs X-Postmark-Server-Token.	ለAuthorization ባዶ ይተዉት። Postmark X-Postmark-Server-Token ይፈልጋል።	Authorization'f duwwaa dhiisi. Postmark X-Postmark-Server-Token barbaada.	ንAuthorization ባዶ ግደፎ። Postmark X-Postmark-Server-Token የድልዮ።	Authorization u dhaaf madhan. Postmark wuxuu u baahan yahay X-Postmark-Server-Token.	Acha wazi kwa Authorization. Postmark inahitaji X-Postmark-Server-Token.	Names the default and the one provider that differs. Header names are literals and never translated.
ui_setup_sender_id	Sender ID	የላኪ መለያ	Eenyummaa ergaa	መንነት ሰዳዲ	Aqoonsiga diraha	Kitambulisho cha mtumaji	The short alphanumeric name an SMS appears to come from.
ui_setup_phone_number_id	Phone number ID	የስልክ ቁጥር መለያ	Eenyummaa lakkoofsa bilbilaa	መንነት ቁጽሪ ተሌፎን	Aqoonsiga lambarka taleefanka	Kitambulisho cha namba ya simu	Meta's numeric id for a WhatsApp number — not the phone number itself, which is a common and costly confusion.
ui_setup_access_token	Access token	የመዳረሻ ቶከን	Tookenii seensaa	ቶከን መእተዊ	Calaamadda gelitaanka	Tokeni ya ufikiaji	Meta's long-lived token for sending.
ui_setup_app_secret	App secret	የመተግበሪያ ሚስጥር	Iccitii aplikeeshinii	ምስጢር ኣፕሊኬሽን	Sirta abka	Siri ya programu	Meta's app secret, used to verify that a delivery really came from them.
ui_setup_verify_token	Verify token	የማረጋገጫ ቶከን	Tookenii mirkaneessaa	ቶከን መረጋገጺ	Calaamadda xaqiijinta	Tokeni ya uthibitisho	A phrase WE choose and Meta echoes back during the handshake.
ui_setup_verify_hint	Any phrase you choose. Type the same one into Meta when it asks.	የመረጡት ማንኛውም ሐረግ። Meta ሲጠይቅ ተመሳሳዩን ይጻፉ።	Jecha kamiyyuu ati filatte. Yeroo Meta gaafatu isuma barreessi.	ዝኾነ ዝመረጽካዮ ሓረግ። Meta ምስ ሓተተ ተመሳሳሊ ጽሓፍ።	Weedh kasta oo aad dooratid. Marka Meta ku weydiiyo isla midkaas qor.	Kifungu chochote unachochagua. Andika kilekile Meta itakapouliza.	Says plainly that the operator invents this one, because every other field on the card is copied FROM Meta and people reasonably assume this one is too.
ui_setup_webhook_meta	Meta signs each delivery itself — paste this address and your verify token into the Meta dashboard, and nothing else needs sending.	Meta እያንዳንዱን መልእክት ራሱ ይፈርማል — ይህን አድራሻና የማረጋገጫ ቶከንዎን በMeta ዳሽቦርድ ውስጥ ይለጥፉ፤ ሌላ መላክ አያስፈልግም።	Meta ergaa hunda ofii isaatii mallatteessa — teessoo kanaa fi tookenii mirkaneessaa kee gara daashboordii Meta keessatti maxxansi; kanaan alatti wanti ergamu hin jiru.	Meta ንነፍሲ ወከፍ ምስዳድ ባዕሉ እዩ ዝፍርሞ — ነዚ ኣድራሻን ናትካ ቶከን መረጋገጺን ኣብ ዳሽቦርድ Meta ለጥፎም፤ ካልእ ምስዳድ ኣየድልን።	Meta ayaa iyada qudheedu saxeexda dirid kasta — ku dhaji cinwaankan iyo calaamaddaada xaqiijinta dashboard-ka Meta, waxna kale looma baahna in la diro.	Meta hutia saini kila ujumbe yenyewe — bandika anwani hii na tokeni yako ya uthibitisho kwenye dashibodi ya Meta, na hakuna kingine cha kutuma.	Replaces the 'send the secret in this header' line on the Meta cards, where that instruction would be WRONG: Meta computes X-Hub-Signature-256 from the app secret itself, so there is nothing for the operator to send. Saying otherwise sends somebody looking for a setting that does not exist.
ui_macro_actions	When this macro runs	ይህ ማክሮ ሲሠራ	Yeroo maakiroon kun hojjetu	እዚ ማክሮ ክሰርሕ ከሎ	Marka makrahani shaqeeyo	Makro hii inapofanya kazi	Heading of the macro editor's action list. Phrased as a WHEN clause, because the list that follows reads as its consequences — 'When this macro runs: set status, add tags'.
ui_macro_actions_empty	No actions yet. It will send the reply and change nothing else.	እስካሁን ተግባር የለም። መልሱን ብቻ ይልካል፤ ሌላ ምንም አይለውጥም።	Hanga ammaatti gochi hin jiru. Deebii qofa erga; waan biraa hin jijjiiru.	ክሳብ ሕጂ ተግባር የለን። መልሲ ጥራይ ይሰድድ፤ ካልእ ኣይቕይርን።	Wali ma jiro ficil. Wuxuu dirayaa jawaabta oo keliya, waxna kale ma beddelayo.	Hakuna vitendo bado. Itatuma jibu tu, na haitabadilisha kingine.	Shown when a macro only sends words. States the consequence plainly so an empty list does not read as a broken control.
ui_macro_action_status	Set status	ሁኔታ አስቀምጥ	Haala kaa'i	ኩነታት ኣቐምጥ	Deji xaaladda	Weka hali	Row label: the action that changes the ticket's status.
ui_macro_action_priority	Set priority	ቅድሚያ አስቀምጥ	Dursa kaa'i	ቀዳምነት ኣቐምጥ	Deji mudnaanta	Weka kipaumbele	Row label: the action that changes the ticket's priority.
ui_macro_action_tags	Add tags	መለያዎች ጨምር	Mallattoo dabali	መለለዪታት ወስኽ	Ku dar summado	Ongeza lebo	Row label: the action that adds tags.
ui_macro_action_remove	Remove this action	ይህን ተግባር አስወግድ	Gocha kana haqi	ነዚ ተግባር ኣወግድ	Ka saar ficilkan	Ondoa kitendo hiki	Accessible label on the × that deletes an action row, and on the × on each individual tag.
ui_macro_tag_placeholder	Type a tag, press Enter	መለያ ይተይቡ፣ Enter ይጫኑ	Mallattoo barreessi, Enter dhiibi	መለለዪ ጽሓፍ፡ Enter ጠውቕ	Qor summad, taabo Enter	Andika lebo, bonyeza Enter	Inside the tag box. Names the key that commits, because nothing else on screen says a comma or Enter is what adds it.
ui_macro_does_status	Sets status to {value}	ሁኔታውን ወደ {value} ያደርጋል	Haala gara {value} jijjiira	ኩነታት ናብ {value} ይቕይር	Xaaladda wuxuu u beddelayaa {value}	Inaweka hali kuwa {value}	One line of the summary under a macro in the list, saying what it does besides sending words. {value} is a status name.
ui_macro_does_priority	Sets priority to {value}	ቅድሚያውን ወደ {value} ያደርጋል	Dursa gara {value} jijjiira	ቀዳምነት ናብ {value} ይቕይር	Mudnaanta wuxuu u beddelayaa {value}	Inaweka kipaumbele kuwa {value}	As above, for priority. {value} is a priority name.
ui_macro_does_tags	Adds tags: {list}	መለያዎችን ይጨምራል፦ {list}	Mallattoo dabala: {list}	መለለዪታት ይውስኽ፦ {list}	Wuxuu ku darayaa summado: {list}	Inaongeza lebo: {list}	As above, for tags. {list} is the tags themselves, comma-separated — the names matter more than the count, so they are shown rather than a number.
ui_tab_workspace	Workspace	የሥራ ቦታ	Iddoo hojii	መስርሒ ቦታ	Goobta shaqada	Eneo la kazi	First section of Settings: the desk's own identity. 'Workspace' rather than 'General' — it names the thing being configured instead of the leftovers drawer.
ui_ws_identity	Name and time zone	ስም እና የሰዓት ክልል	Maqaa fi naannoo sa'aatii	ስምን ዞባ ሰዓትን	Magaca iyo aagga waqtiga	Jina na saa za eneo	Heading of the name + time zone card.
ui_ws_name	Workspace name	የሥራ ቦታ ስም	Maqaa iddoo hojii	ስም መስርሒ ቦታ	Magaca goobta shaqada	Jina la eneo la kazi	The organization's display name.
ui_ws_name_hint	Customers see this in automatic replies and on the chat widget.	ደንበኞች ይህን በራስ-ሰር መልሶች እና በውይይት መስኮቱ ላይ ያዩታል።	Maamiltoonni deebii ofumaan kennamu fi foddaa marii irratti kana ni argu.	ዓማዊል ነዚ ኣብ ኣውቶማቲክ መልስታትን ኣብ መስኮት ዕላልን ይርእዩዎ።	Macaamiishu waxay ku arkaan jawaabaha otomaatigga ah iyo daaqadda sheekada.	Wateja wanaliona katika majibu ya kiotomatiki na kwenye kidirisha cha mazungumzo.	Says WHERE a customer sees it, because that is what makes it worth getting right.
ui_ws_address	Web address	የድር አድራሻ	Teessoo weebii	ናይ ወብ ኣድራሻ	Cinwaanka shabakadda	Anwani ya wavuti	The workspace slug, shown read-only.
ui_ws_address_hint	Fixed. It is inside the widget code on your website and inside every webhook address you have given a provider, so changing it would break all of them.	ቋሚ ነው። በድረ-ገጽዎ ላይ ባለው የውይይት ኮድ ውስጥና ለአቅራቢዎች በሰጡት እያንዳንዱ የዌብሁክ አድራሻ ውስጥ ስላለ መቀየሩ ሁሉንም ያበላሻል።	Hin jijjiiramu. Koodii marii marsariitii kee irra jiru keessaa fi teessoo webhook dhiyeessitootaaf kennite hunda keessa waan jiruuf, jijjiiruun hunda isaanii balleessa.	ቀዋሚ እዩ። ኣብቲ ኣብ መርበብካ ዘሎ ኮድ ዕላልን ኣብ ኩሉ ንኣቕረብቲ ዝሃብካዮ ኣድራሻ ወብሁክን ስለ ዘሎ፡ ምቕያሩ ንኹሎም የበላሽዎም።	Waa go'an. Wuxuu ku jiraa koodhka sheekada ee degelkaaga iyo cinwaan kasta oo webhook ah oo aad bixiyayaal siisay, sidaas darteed beddelkiisu dhammaantood wuu burburin lahaa.	Haibadiliki. Ipo ndani ya msimbo wa mazungumzo kwenye tovuti yako na ndani ya kila anwani ya webhook uliyompa mtoa huduma, hivyo kuibadilisha kungeviharibu vyote.	Why it cannot be changed. The reason is stated rather than left as a greyed-out box: the slug is inside the widget snippet on the customer's own site and inside every webhook URL a gateway has been pointed at.
ui_ws_timezone	Time zone	የሰዓት ክልል	Naannoo sa'aatii	ዞባ ሰዓት	Aagga waqtiga	Saa za eneo	The zone business hours and SLA deadlines are counted in.
ui_ws_timezone_hint	Business hours and every reply deadline are counted in this zone.	የሥራ ሰዓታትና እያንዳንዱ የመልስ ገደብ በዚህ ክልል ይቆጠራሉ።	Sa'aatiin hojii fi daangaan yeroo deebii hundi naannoo kanaan lakkaa'ama.	ሰዓታት ስራሕን ኩሉ ናይ መልሲ ገደብን በዚ ዞባ እዮም ዝቑጸሩ።	Saacadaha shaqada iyo waqti kasta oo jawaab loo qabtay waxaa lagu xisaabiyaa aaggan.	Saa za kazi na kila muda wa mwisho wa kujibu huhesabiwa kwa saa hizi.	Names the consequence, since a time zone setting with no stated effect reads as decoration.
ui_ws_languages	Languages you answer in	የሚመልሱባቸው ቋንቋዎች	Afaanota ittiin deebistu	ብዝምልሱሎም ቋንቋታት	Luqadaha aad kaga jawaabto	Lugha mnazojibu kwazo	Heading: which languages this desk staffs. Phrased as what the TEAM does, not as a feature list.
ui_ws_languages_hint	Customers are answered in the language they wrote in, if it is one of these.	ደንበኞች ከእነዚህ አንዱ ከሆነ በጻፉበት ቋንቋ ይመለሳሉ።	Maamiltoonni yoo isaan keessaa tokko ta'e afaan itti barreessaniin deebii argatu.	ዓማዊል ካብዞም ሓደ እንተኾይኑ በቲ ዝጸሓፉሉ ቋንቋ ይምለሱ።	Macaamiisha waxaa loogu jawaabaa luqaddii ay ku qoreen, haddii ay ka mid tahay kuwan.	Wateja hujibiwa kwa lugha waliyoandikia, ikiwa ni miongoni mwa hizi.	The rule in one line — a customer gets their own language if it is one of these.
ui_ws_default_language	Fall back to	ወደ የሚመለስበት	Gara kanatti deebi'i	ናብዚ ተመለስ	Ku noqo	Rudi kwenye	The fallback language. Deliberately NOT called 'default': what it means is what happens when detection fails, and 'fall back to' says that where 'default' does not.
ui_ws_default_hint	Used when we cannot tell what language a message is in.	የመልእክቱን ቋንቋ ማወቅ ካልቻልን ጥቅም ላይ ይውላል።	Yeroo afaan ergaa adda baasuu hin dandeenye fayyadama.	ቋንቋ መልእኽቲ ክንፈልጦ እንተዘይክኢልና ይጥቀም።	Waa la isticmaalaa marka aynaan garan karin luqadda fariinta.	Hutumika tunaposhindwa kutambua lugha ya ujumbe.	When the fallback is used.
ui_ws_error_name	A workspace name is required.	የሥራ ቦታ ስም ያስፈልጋል።	Maqaan iddoo hojii barbaachisaa dha.	ስም መስርሒ ቦታ የድሊ።	Magaca goobta shaqada waa loo baahan yahay.	Jina la eneo la kazi linahitajika.	Save refused: no name.
ui_ws_error_name_long	That name is too long.	ያ ስም በጣም ረጅም ነው።	Maqaan sun baay'ee dheeraa dha.	እቲ ስም ኣዝዩ ነዊሕ እዩ።	Magacaasi aad buu u dheer yahay.	Jina hilo ni refu mno.	Save refused: name over the limit.
ui_ws_error_timezone	Choose a time zone from the list.	ከዝርዝሩ የሰዓት ክልል ይምረጡ።	Tarree irraa naannoo sa'aatii filadhu.	ካብቲ ዝርዝር ዞባ ሰዓት ምረጽ።	Liiska ka dooro aag waqti.	Chagua saa za eneo kutoka orodha.	Save refused: unrecognised time zone.
ui_ws_error_no_languages	Choose at least one language you answer in.	የሚመልሱበት ቢያንስ አንድ ቋንቋ ይምረጡ።	Afaan ittiin deebistu yoo xiqqaate tokko filadhu.	ብዝምልሰሉ እንተወሓደ ሓደ ቋንቋ ምረጽ።	Dooro ugu yaraan hal luqad oo aad kaga jawaabto.	Chagua angalau lugha moja unayojibu kwayo.	Save refused: no languages ticked. An empty set is not 'all languages', it is a desk that cannot answer anybody.
ui_ws_error_default	Choose a language to fall back to.	የሚመለስበት ቋንቋ ይምረጡ።	Afaan itti deebi'u filadhu.	ናብኡ ዝምለስ ቋንቋ ምረጽ።	Dooro luqad aad ku noqoto.	Chagua lugha ya kurudi kwayo.	Save refused: no fallback language chosen.
ui_ws_error_default_unserved	You can only fall back to a language you answer in.	መመለስ የሚችሉበት ቋንቋ ብቻ መጠቀም ይችላሉ።	Afaan ittiin deebistu qofatti deebi'uu dandeessa.	ናብቲ ትምልሰሉ ቋንቋ ጥራይ ክትምለስ ትኽእል።	Waxaad ku noqon kartaa oo kaliya luqad aad kaga jawaabto.	Unaweza kurudi tu kwenye lugha unayojibu kwayo.	Save refused: the fallback is a language the desk does not staff. This is the one that fails SILENTLY without the check — every field looks valid on its own, and customers get replies in a language nobody on the team reads.
ui_sla_explainer	First response is how long a customer waits to hear anything; resolution is how long until the ticket is finished. These are the promises the inbox colours tickets against.	የመጀመሪያ ምላሽ ደንበኛው ማንኛውንም ነገር ለመስማት የሚጠብቀው ጊዜ ነው፤ መፍትሔ ደግሞ ቲኬቱ እስኪጠናቀቅ ያለው ጊዜ ነው። ኢንቦክሱ ቲኬቶችን የሚያቀልመው በእነዚህ ቃል ኪዳኖች ላይ ተመስርቶ ነው።	Deebiin jalqabaa yeroo maamilli waan tokko dhaga'uuf eegudha; furmaanni immoo hanga tikeetiin xumuramutti yeroo fudhatudha. Inboksiin waadaawwan kanneen irratti hundaa'ee tikeetii halluu godha.	ቀዳማይ መልሲ ማለት ዓሚል ገለ ንኽሰምዕ ዝጽበዮ ግዜ እዩ፤ መፍትሒ ድማ እቲ ትኬት ክሳብ ዝውዳእ ዘሎ ግዜ እዩ። እቲ ኢንቦክስ ንትኬታት ብእዞም መብጽዓታት እዩ ዝሓብሮም።	Jawaabta koowaad waa muddada macmiilku sugayo inuu wax maqlo; xallintuna waa ilaa tikidhku dhammaado. Kuwani waa ballamaha uu sanduuqu tikidhada midabka ugu qoro.	Jibu la kwanza ni muda mteja anaosubiri kusikia chochote; utatuzi ni hadi tiketi imalizike. Haya ndiyo maahadi ambayo kikasha hutia rangi tiketi kwa kuyategemea.	Above the four rows of minute boxes. Says what the two promises MEAN and that they are what colours the inbox — without it the section is a form rather than a decision.
ui_sections_hide	Hide sections	ክፍሎችን ደብቅ	Kutaalee dhoksi	ክፍልታት ሕባእ	Qari qaybaha	Ficha sehemu	The same fold control on Settings, where the rail holds SECTIONS rather than saved views. 'Hide views' on a page with no views in it is the console describing its own plumbing.
ui_sections_show	Show sections	ክፍሎችን አሳይ	Kutaalee agarsiisi	ክፍልታት ኣርኢ	Muuji qaybaha	Onyesha sehemu	The same control once the Settings rail is folded.
ui_st_done	Done	ተጠናቋል	Xumurame	ተወዲኡ	Dhammaaday	Imekamilika	The combined finished state on the dashboard overview — resolved and closed together. Both mean 'not on anybody's desk', and splitting them would push the chart past the number of hues that stay distinguishable under colour-blindness. They stay separate everywhere a ticket is actually worked.
